2013,9.542,396.74,NaN
2014,9.6122,398.87,NaN
2015,9.6026,401.01,NaN
2016,9.6056,404.41,NaN
2017,9.7354,406.76,NaN
2018,9.9326,408.72,NaN
2018,9.9326,408.72,NaN
2020,9,412.1,0.55
2030,7.21,430.8,0.74
2040,4.79,440.2,0.88
2050,3.21,442.7,0.94
2060,1.55,441.7,0.93
2070,0.26,437.5,0.89
2080,-0.39,431.6,0.94
2090,-0.81,426,0.94
2100,-0.92,420.9,NaN
2018,9.9326,408.72,NaN
2020,9.79,411.1,0.59
2030,10.83,435,0.82
2040,11.25,460.8,1.04
2050,10.91,486.5,1.24
2060,9.42,508.9,1.44
2070,7.17,524.3,1.54
2080,4.62,531.1,1.62
2090,4.19,533.7,1.68
2100,4.09,538.4,NaN
2018,9.9326,408.72,NaN
2020,8.99,409.4,0.55
2030,9.99,428.9,0.74
2040,11.47,450.7,0.95
2050,13,477.7,1.15
2060,14.73,510.6,1.32
2070,16.33,549.8,1.58
2080,16.87,594.3,1.81
2090,14.7,635.6,2.03
2100,13.63,669.7,NaN
2018,9.9326,408.72,NaN
2020,11.38,415.8,0.66
2030,13.79,448.8,0.94
2040,16.69,489.4,1.29
2050,20.03,540.5,1.7
2060,23.32,603.5,2.16
2070,25.75,677.1,2.6
2080,27.28,758.2,3.05
2090,28.24,844.8,3.57
2100,28.68,935.9,NaN
